ZorgproductOmschrijving;Tarief
Toediening van chemotherapie en/of medicijnen die de afweer versterken tijdens een ziekenhuisopname bij prostaatkanker;4768,01
Operatief verwijderen van de lymfeklieren bij Prostaatkanker;9657,2
Behandeling of onderzoek en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling bij goedaardig of kwaadaardig gezwel aan de mannelijke geslachtsorganen of kiemceltumor;656,4
Behandeling of onderzoek en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling bij prostaatkanker;524,93
Operatief verwijderen van een of beide teelballen bij prostaatkanker;4993,22
Kijkoperatie in de buikholte en/of wegbranden van weefsel bij prostaatkanker;6662,72
Kijkoperatie in de buikholte en/of wegbranden van weefsel tijdens een ziekenhuisopname bij prostaatkanker;12604,66
Operatief verwijderen van lymfeklieren met kijkoperatie in de buikholte en/of wegbranden van weefsel bij prostaatkanker;7435,68
Operatief verwijderen van lymfeklieren met kijkoperatie in de buikholte en/of wegbranden van weefsel tijdens een ziekenhuisopname bij prostaatkanker;16365,44
1 of 2 polikliniekbezoeken/ consultaties op afstand bij goedaardig of kwaadaardig gezwel aan de mannelijke geslachtsorganen of kiemceltumor;223,45
Begeleiding bij de behandeling met chemotherapie bij uitzaaiingen bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;913,14
Begeleiding bij de behandeling met chemotherapie, tijdens een ziekenhuisopname bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;8344,31
Toediening van chemotherapie bij uitzaaiingen bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;806,03
Toediening van chemotherapie tijdens een ziekenhuisopname bij uitzaaiingen bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;3857,42
Begeleiding bij de behandeling met chemotherapie bij uitzaaiingen bij prostaatkanker;1145,1
Begeleiding bij de behandeling met chemotherapie, tijdens een ziekenhuisopname bij prostaatkanker;7838,01
Toediening van chemotherapie bij uitzaaiingen bij prostaatkanker;912,06
Toediening van chemotherapie tijdens een ziekenhuisopname bij uitzaaiingen bij prostaatkanker;5723,39
Begeleiding bij de behandeling met chemotherapie bij niet uitgezaaide tumoren bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;838,06
Begeleiding bij de behandeling met chemotherapie bij niet uitgezaaide tumoren, tijdens een ziekenhuisopname bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;7523,52
Toediening van chemotherapie bij niet uitgezaaide tumoren bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;628,93
Toediening van chemotherapie bij niet uitgezaaide tumoren, tijdens een ziekenhuisopname bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;2443,01
Begeleiding bij de behandeling met chemotherapie bij niet uitgezaaide tumoren bij prostaatkanker;721,13
Begeleiding bij de behandeling met chemotherapie bij niet uitgezaaide tumoren, tijdens een ziekenhuisopname bij prostaatkanker;6691,45
Toediening van chemotherapie bij niet uitgezaaide tumoren bij prostaatkanker;981,4
Toediening van chemotherapie bij niet uitgezaaide tumoren, tijdens een ziekenhuisopname bij prostaatkanker;6250,84
Kijkoperatie en/of verwijderen van weefsel bij prostaatkanker;1626,87
Kijkoperatie en/of verwijderen van weefsel tijdens ziekenhuisopname bij prostaatkanker;7448,31
Ondersteunende en verlichtende zorg met onderzoek(en) en/of behandeling(en) bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;757,11
Ondersteunende en verlichtende zorg met maximaal 5 dagbehandelingen en/of verpleegdagen bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;3013,09
Ondersteunende en verlichtende zorg met onderzoek(en) en/of behandeling(en) bij prostaatkanker;1821,93
Ondersteunende en verlichtende zorg met maximaal 5 dagbehandelingen en/of verpleegdagen bij prostaatkanker;2961,56
Ondersteunende en verlichtende zorg met 1 tot 2 dagbehandelingen/ meer dan 2 polibezoeken/ consultaties op afstand of meer dan 2 onderzoeken bij kanker aan mannelijke geslachtsorganen of kiemceltumor;1075,91
Ondersteunende en verlichtende zorg met meer dan 28 dagbehandelingen en/of verpleegdagen bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;21548,82
Ondersteunende en verlichtende zorg met 6 tot maximaal 28 dagbehandelingen en/of verpleegdagen bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;8201,22
Ondersteunende en verlichtende zorg met 1 tot 2 dagbehandelingen of meer dan 2 polikliniekbezoeken/ consultaties op afstand of meer dan 2 onderzoeken bij prostaatkanker;983,28
Ondersteunende en verlichtende zorg met meer dan 28 dagbehandelingen en/of verpleegdagen bij prostaatkanker;23067,13
Ondersteunende en verlichtende zorg met 6 tot maximaal 28 dagbehandelingen en/of verpleegdagen bij prostaatkanker;12907,94
Ondersteunende en verlichtende zorg met 1 of 2 polikliniekbezoeken/ consultaties op afstand bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;149,4
Ondersteunende en verlichtende zorg met 1 of 2 polikliniekbezoeken/ consultaties op afstand bij prostaatkanker;355,02
1 polikliniekbezoek/ consultatie op afstand bij prostaatkanker;144,89
2 polikliniekbezoeken/ consultaties op afstand bij prostaatkanker;327,29
Begeleiding bij de behandeling met medicijnen die de afweer versterken, tijdens een ziekenhuisopname bij prostaatkanker;7401,16
Begeleiding bij de behandeling met medicijnen die de afweer versterken bij prostaatkanker;1238,97
Begeleiding bij de behandeling met medicijnen die de afweer versterken, tijdens een ziekenhuisopname bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;6936,05
Begeleiding bij de behandeling met medicijnen die de afweer versterken bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;2648,46
Behandeling bij uitzaaiingen met hormonen, tijdens een ziekenhuisopname bij prostaatkanker;7534,37
Behandeling met hormonen bij uitzaaiingen bij prostaatkanker;813,08
Behandeling, tijdens een ziekenhuisopname met hormonen bij niet uitgezaaide tumoren bij prostaatkanker;3594,22
Behandeling met hormonen bij niet uitgezaaide tumoren bij prostaatkanker;792,04
Behandeling bij uitzaaiingen met hormonen, tijdens een ziekenhuisopname bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;4375,41
Behandeling met hormonen bij uitzaaiingen bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;1200,27
Behandeling, tijdens een ziekenhuisopname met hormonen bij niet uitgezaaide tumoren bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;3633,81
Behandeling met hormonen bij niet uitgezaaide tumoren bij kanker aan de mannelijke geslachtsorganen of kiemceltumor;1973,09
Het spoelen van de blaas met vloeistof bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);2291,24
Het spoelen van de blaas met vloeistof bij blaaskanker;1682,78
Uitgebreide operatie bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);10188,11
Uitgebreide operatie met verwijderen van lymfeklieren bij kanker aan de nier(en) of urineweg(en);14532,97
Uitgebreide operatie bij goedaardig of kwaadaardig gezwel van de blaas;17641,58
Uitgebreide operatie met verwijderen van lymfeklieren bij blaaskanker;28964,12
Operatieve behandeling bij goedaardig of kwaadaardig gezwel van de blaas;14757,23
Onderzoek(en) en/of behandeling(en) bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);702,02
Ziekenhuisopname met maximaal 5 verpleegdagen bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);2317,85
Kijkoperatie bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);1888,45
Kijkoperatie tijdens ziekenhuisopname bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);5626,68
Kijkoperatie in de buikholte en/of het verwijderen van weefsel bij kanker aan de nier(en) of urineweg(en);6379,58
Kijkoperatie in de buikholte en/of het verwijderen van weefsel tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);11787,05
Kijkoperatie in de buikholte en/of het verwijderen van weefsel en/of operatief verwijderen van lymfeklieren bij kanker aan de nier(en) of urineweg(en);5979,07
Kijkoperatie in de buikholte en/of het verwijderen van weefsel en/of operatief verwijderen van lymfeklieren tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);11000,72
Onderzoek(en) en/of behandeling(en) bij goedaardig of kwaadaardig gezwel van de blaas;648,1
Ziekenhuisopname met maximaal 5 verpleegdagen bij goedaardig of kwaadaardig gezwel van de blaas;3441,7
Kijkoperatie bij goedaardig of kwaadaardig gezwel van de blaas;5948,03
Kijkoperatie in de buikholte en/of wegbranden van weefsel bij goedaardig of kwaadaardig gezwel van de blaas;5219,38
Kijkoperatie in de buikholte en/of wegbranden van weefsel tijdens een ziekenhuisopname bij goedaardig of kwaadaardig gezwel van de blaas;8774,13
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of behandeling en/of onderzoek bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);853,4
Ziekenhuisopname met meer dan 28 verpleegdagen bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);23196,78
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);8370,71
Toediening van medicijnen die de afweer versterken via een infuus of injectie bij kanker aan de nier(en) of urineweg(en);1124,95
Toediening van medicijnen die de afweer versterken, tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);6214,98
Begeleiding bij de behandeling met chemotherapie en/of medicijnen die de afweer versterken bij kanker aan de nier(en) of urineweg(en);1520,54
Begeleiding bij de behandeling met chemotherapie en/of medicijnen die de afweer versterken, tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);7071
Toediening van chemotherapie en/of medicijnen die de afweer versterken bij kanker aan de nier(en) of urineweg(en);1087,73
Toediening van chemotherapie en/of medicijnen die de afweer versterken tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);5142,59
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of behandeling en/of onderzoek bij goedaardig of kwaadaardig gezwel van de blaas;970,5
Ziekenhuisopname met meer dan 28 verpleegdagen bij goedaardig of kwaadaardig gezwel van de blaas;21287,93
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij goedaardig of kwaadaardig gezwel van de blaas;6868,9
Toediening van medicijnen die de afweer versterken via een infuus of injectie bij blaaskanker;1508,1
Toediening van medicijnen die de afweer versterken, tijdens een ziekenhuisopname bij blaaskanker;4767,18
Begeleiding bij de behandeling met chemotherapie en/of medicijnen die de afweer versterken bij blaaskanker;1223,23
Begeleiding bij de behandeling met chemotherapie en/of medicijnen die de afweer versterken, tijdens een ziekenhuisopname bij blaaskanker;6065,72
Toediening van chemotherapie en/of medicijnen die de afweer versterken bij blaaskanker;683,15
Toediening van chemotherapie en/of medicijnen die de afweer versterken tijdens een ziekenhuisopname bij blaaskanker;4957,69
1 of 2 polikliniekbezoeken/ consultaties op afstand bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);168,96
1 of 2 polikliniekbezoeken/ consultaties op afstand bij goedaardig of kwaadaardig gezwel van de blaas;268,02
Begeleiding bij de behandeling met chemotherapie bij uitzaaiingen bij kanker aan de nier(en) of urineweg(en);1217,58
Begeleiding bij de behandeling met chemotherapie, tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);5842,05
Toediening van chemotherapie bij uitzaaiingen bij kanker aan de nier(en) of urineweg(en);904,17
Toediening van chemotherapie tijdens een ziekenhuisopname bij uitzaaiingen bij kanker aan de nier(en) of urineweg(en);3521,15
Begeleiding bij de behandeling met chemotherapie bij uitzaaiingen bij blaaskanker;1150,82
Begeleiding bij de behandeling met chemotherapie, tijdens een ziekenhuisopname bij blaaskanker;5330,61
Toediening van chemotherapie bij uitzaaiingen bij blaaskanker;1143,31
Toediening van chemotherapie tijdens een ziekenhuisopname bij uitzaaiingen bij blaaskanker;3716,51
Begeleiding bij de behandeling met chemotherapie bij niet uitgezaaide tumoren bij kanker aan de nier(en) of urineweg(en);1091,64
Begeleiding bij de behandeling met chemotherapie bij niet uitgezaaide tumoren, tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);6013,32
Toediening van chemotherapie bij niet uitgezaaide tumoren bij kanker aan de nier(en) of urineweg(en);787,67
Toediening van chemotherapie bij niet uitgezaaide tumoren, tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);2594,14
Begeleiding bij de behandeling met chemotherapie bij niet uitgezaaide tumoren bij blaaskanker;1130,1
Begeleiding bij de behandeling met chemotherapie bij niet uitgezaaide tumoren, tijdens een ziekenhuisopname bij blaaskanker;4182,97
Toediening van chemotherapie bij niet uitgezaaide tumoren bij blaaskanker;892,18
Toediening van chemotherapie bij niet uitgezaaide tumoren, tijdens een ziekenhuisopname bij blaaskanker;3488,74
Ondersteunende en verlichtende zorg met onderzoek(en) en/of behandeling(en) bij kanker aan de nier(en) of urineweg(en);1364,9
Ondersteunende en verlichtende zorg met maximaal 5 dagbehandelingen en/of verpleegdagen bij nier(en) of urineweg(en);3614,7
Ondersteunende en verlichtende zorg met onderzoek(en) en/of behandeling(en) bij blaaskanker;1540,03
Ondersteunende en verlichtende zorg met maximaal 5 dagbehandelingen en/of verpleegdagen bij blaaskanker;2792,55
Ondersteunende en verlichtende zorg met 1 tot 2 dagbehandelingen of meer dan 2 polikliniekbezoeken/ consultaties op afstand of meer dan 2 onderzoeken bij kanker aan de nier(en) of urineweg(en);1224,45
Ondersteunende en verlichtende zorg met meer dan 28 dagbehandelingen en/of verpleegdagen bij kanker aan de nier(en) of urineweg(en);23693,84
Ondersteunende en verlichtende zorg met 6 tot maximaal 28 dagbehandelingen en/of verpleegdagen bij kanker aan de nier(en) of urineweg(en);9680,12
Ondersteunende en verlichtende zorg met 1 tot 2 dagbehandelingen of meer dan 2 polikliniekbezoeken/ consultaties op afstand of meer dan 2 onderzoeken bij blaaskanker;944,38
Ondersteunende en verlichtende zorg met meer dan 28 dagbehandelingen en/of verpleegdagen bij blaaskanker;22445,35
Ondersteunende en verlichtende zorg met 6 tot maximaal 28 dagbehandelingen en/of verpleegdagen bij blaaskanker;8689,14
Ondersteunende/ palliatieve zorg met 1 of 2 polikliniekbezoeken/ consultaties op afstand bij kanker aan de nier(en) of urineweg(en);310,41
Ondersteunende en verlichtende zorg met 1 of 2 polikliniekbezoeken/ consultaties op afstand bij blaaskanker;484,51
Begeleiding bij de behandeling met medicijnen die de afweer versterken, tijdens een ziekenhuisopname bij blaaskanker;4228,69
Begeleiding bij de behandeling met medicijnen die de afweer versterken bij blaaskanker;1746,86
Begeleiding bij de behandeling met medicijnen die de afweer versterken, tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);8833,64
Begeleiding bij de behandeling met medicijnen die de afweer versterken bij kanker aan de nier(en) of urineweg(en);1477,63
Behandeling bij uitzaaiingen met hormonen, tijdens een ziekenhuisopname bij blaaskanker;4832,86
Behandeling met hormonen bij uitzaaiingen bij blaaskanker;1167,94
Behandeling, tijdens een Ziekenhuisopname, met hormonen bij niet uitgezaaide tumoren bij blaaskanker;3101,51
Behandeling met hormonen bij niet uitgezaaide tumoren bij blaaskanker;2115,65
Behandeling bij uitzaaiingen met hormonen, tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);4967,59
Behandeling met hormonen bij uitzaaiingen bij kanker aan de nier(en) of urineweg(en);1481,96
